FLIGHT_MONTH,YEAR,MONTH,STATE_NAME,STATE_CODE,CO2_QTY_TONNES,TF,NOTE
2025-01-01,2025,1,MONACO,LN,11.1548,17,FALSE
2025-01-01,2025,1,MONTENEGRO,LY,4772.9668,631,FALSE
2025-01-01,2025,1,NETHERLANDS,EH,818049.68554,23017,FALSE
2025-01-01,2025,1,NORTH MACEDONIA,LW,11288.06352,913,FALSE
2025-01-01,2025,1,NORWAY,EN,199070.46218,24739,TRUE
2025-01-01,2025,1,POLAND,EP,322035.77736,17869,FALSE
2025-01-01,2025,1,PORTUGAL,LP,398913.9374,16725,TRUE
2025-01-01,2025,1,ROMANIA,LR,119266.23544,8038,FALSE
2025-01-01,2025,1,SERBIA,LY,45741.8719,3335,FALSE
2025-01-01,2025,1,SLOVAKIA,LZ,11405.67972,937,FALSE
2025-01-01,2025,1,SLOVENIA,LJ,5773.3444,816,FALSE
2025-01-01,2025,1,SPAIN,LE,1313306.95836,58786,FALSE
2025-01-01,2025,1,SWEDEN,ES,158127.2141,12769,FALSE
2025-01-01,2025,1,SWITZERLAND,LS,448362.76222,19426,FALSE
2025-01-01,2025,1,TÜRKIYE,LT,1419698.50168,52986,FALSE
2025-01-01,2025,1,UNITED KINGDOM,EG,2657204.2265,78842,TRUE
2025-02-01,2025,2,ALBANIA,LA,26966.9529,2034,FALSE
2025-02-01,2025,2,ARMENIA,UD,25621.81088,1181,FALSE
2025-02-01,2025,2,AUSTRIA,LO,196878.97706,11822,FALSE
2025-02-01,2025,2,BELGIUM,EB,402521.29238,10989,FALSE
2025-02-01,2025,2,BOSNIA AND HERZEGOVINA,LQ,7121.99628,743,FALSE
2025-02-01,2025,2,BULGARIA,LB,43489.90992,2880,FALSE
2025-02-01,2025,2,CANARY ISLANDS,GC,356365.32538,18714,FALSE
2025-02-01,2025,2,CROATIA,LD,18726.65534,2411,FALSE
2025-02-01,2025,2,CYPRUS,LC,47115.23582,2353,FALSE
2025-02-01,2025,2,CZECHIA,LK,81017.78556,5079,FALSE
2025-02-01,2025,2,DENMARK,EK,204978.6328,11424,TRUE
2025-02-01,2025,2,ESTONIA,EE,13762.85966,1488,FALSE
2025-02-01,2025,2,FINLAND,EF,183300.29058,8539,FALSE
2025-02-01,2025,2,FRANCE,LF,1496169.91418,62028,FALSE
2025-02-01,2025,2,GEORGIA,UG,53260.7417,2108,FALSE
2025-02-01,2025,2,GERMANY,ED,1843200.96814,64621,FALSE
2025-02-01,2025,2,GREECE,LG,137853.3402,12808,FALSE
2025-02-01,2025,2,HUNGARY,LH,119643.80044,4916,FALSE
2025-02-01,2025,2,ICELAND,BI,22669.0785,1384,FALSE
2025-02-01,2025,2,IRELAND,EI,182715.81312,9734,FALSE
2025-02-01,2025,2,ITALY,LI,973545.03648,55829,FALSE
2025-02-01,2025,2,KOSOVO,BK,14427.44452,1003,FALSE
2025-02-01,2025,2,LATVIA,EV,26609.17478,2075,FALSE
2025-02-01,2025,2,LITHUANIA,EY,28621.72376,2144,FALSE
2025-02-01,2025,2,LUXEMBOURG,EL,127495.0708,2344,FALSE
2025-02-01,2025,2,MALTA,LM,36039.68176,2324,FALSE
2025-02-01,2025,2,"MOLDOVA, REPUBLIC OF",LU,18319.5798,1124,FALSE
2025-02-01,2025,2,MONACO,LN,13.47424,21,FALSE
2025-02-01,2025,2,MONTENEGRO,LY,3884.95088,535,FALSE
2025-02-01,2025,2,NETHERLANDS,EH,761813.47668,22773,FALSE
2025-02-01,2025,2,NORTH MACEDONIA,LW,9142.20548,728,FALSE
2025-02-01,2025,2,NORWAY,EN,194825.30238,23881,TRUE
2025-02-01,2025,2,POLAND,EP,289642.7002,17226,FALSE
2025-02-01,2025,2,PORTUGAL,LP,371940.51386,16312,TRUE
2025-02-01,2025,2,ROMANIA,LR,105834.33978,7430,FALSE
2025-02-01,2025,2,SERBIA,LY,38242.49244,2912,FALSE
2025-02-01,2025,2,SLOVAKIA,LZ,10608.92174,975,FALSE
2025-02-01,2025,2,SLOVENIA,LJ,5547.66506,761,FALSE
2025-02-01,2025,2,SPAIN,LE,1246888.7597,59237,FALSE
2025-02-01,2025,2,SWEDEN,ES,153439.90336,13241,FALSE
2025-02-01,2025,2,SWITZERLAND,LS,420440.1201,19297,FALSE
2025-02-01,2025,2,TÜRKIYE,LT,1221845.8614,45098,FALSE
2025-02-01,2025,2,UNITED KINGDOM,EG,2476428.2268,79447,TRUE
2025-03-01,2025,3,ALBANIA,LA,31640.85448,2355,FALSE
2025-03-01,2025,3,ARMENIA,UD,31070.20072,1406,FALSE
2025-03-01,2025,3,AUSTRIA,LO,226846.25694,13585,FALSE
2025-03-01,2025,3,BELGIUM,EB,479090.2035,12822,FALSE
2025-03-01,2025,3,BOSNIA AND HERZEGOVINA,LQ,8266.23862,826,FALSE
2025-03-01,2025,3,BULGARIA,LB,49137.02586,3269,FALSE
2025-03-01,2025,3,CANARY ISLANDS,GC,410608.48078,21894,FALSE
2025-03-01,2025,3,CROATIA,LD,25070.11482,3025,FALSE
2025-03-01,2025,3,CYPRUS,LC,61581.17926,2945,FALSE
2025-03-01,2025,3,CZECHIA,LK,95979.4625,6099,FALSE
2025-03-01,2025,3,DENMARK,EK,237667.71914,13497,TRUE
2025-03-01,2025,3,ESTONIA,EE,16774.868300000002,1765,FALSE
2025-03-01,2025,3,FINLAND,EF,197610.5616,9455,FALSE
2025-03-01,2025,3,FRANCE,LF,1712444.9017,71999,FALSE
2025-03-01,2025,3,GEORGIA,UG,65745.13016,2507,FALSE
2025-03-01,2025,3,GERMANY,ED,2215374.41348,76721,FALSE
2025-03-01,2025,3,GREECE,LG,184756.27994,15701,FALSE
2025-03-01,2025,3,HUNGARY,LH,145342.43444,5758,FALSE
2025-03-01,2025,3,ICELAND,BI,30304.33836,1669,FALSE
2025-03-01,2025,3,IRELAND,EI,240371.26852,11762,FALSE
2025-03-01,2025,3,ITALY,LI,1178446.26366,65269,FALSE
2025-03-01,2025,3,KOSOVO,BK,16454.47076,1129,FALSE
2025-03-01,2025,3,LATVIA,EV,34866.79636,2663,FALSE
2025-03-01,2025,3,LITHUANIA,EY,33734.21372,2522,FALSE
2025-03-01,2025,3,LUXEMBOURG,EL,158227.475,2826,FALSE
2025-03-01,2025,3,MALTA,LM,44608.92266,2857,FALSE
2025-03-01,2025,3,"MOLDOVA, REPUBLIC OF",LU,21941.25306,1377,FALSE
2025-03-01,2025,3,MONACO,LN,16.32772,28,FALSE
2025-03-01,2025,3,MONTENEGRO,LY,4897.48086,647,FALSE
2025-03-01,2025,3,NETHERLANDS,EH,863639.91348,26918,FALSE
2025-03-01,2025,3,NORTH MACEDONIA,LW,11637.95142,936,FALSE
2025-03-01,2025,3,NORWAY,EN,229267.71378,27928,TRUE
2025-03-01,2025,3,POLAND,EP,316446.61274,19792,FALSE
2025-03-01,2025,3,PORTUGAL,LP,447375.62722,19399,TRUE
2025-03-01,2025,3,ROMANIA,LR,121395.99694,8680,FALSE
2025-03-01,2025,3,SERBIA,LY,43521.54428,3347,FALSE
2025-03-01,2025,3,SLOVAKIA,LZ,11865.44162,1084,FALSE
2025-03-01,2025,3,SLOVENIA,LJ,6523.55832,995,FALSE
2025-03-01,2025,3,SPAIN,LE,1473483.06826,69372,FALSE
2025-03-01,2025,3,SWEDEN,ES,177720.585,15703,FALSE
2025-03-01,2025,3,SWITZERLAND,LS,473218.40956,20979,FALSE
2025-03-01,2025,3,TÜRKIYE,LT,1378451.484,51065,FALSE
2025-03-01,2025,3,UNITED KINGDOM,EG,2752327.88484,89968,TRUE
2025-04-01,2025,4,ALBANIA,LA,37629.68448,2720,FALSE
2025-04-01,2025,4,ARMENIA,UD,34752.38124,1614,FALSE
2025-04-01,2025,4,AUSTRIA,LO,251822.60246,13907,FALSE
2025-04-01,2025,4,BELGIUM,EB,508436.58752,13729,FALSE
2025-04-01,2025,4,BOSNIA AND HERZEGOVINA,LQ,12157.99294,1073,FALSE
2025-04-01,2025,4,BULGARIA,LB,55747.80016,3849,FALSE
2025-04-01,2025,4,CANARY ISLANDS,GC,339466.39758,19709,FALSE
2025-04-01,2025,4,CROATIA,LD,53128.94212,5211,FALSE
2025-04-01,2025,4,CYPRUS,LC,94534.11628,4368,FALSE
2025-04-01,2025,4,CZECHIA,LK,102518.5498,6612,FALSE
2025-04-01,2025,4,DENMARK,EK,257297.18826,14953,TRUE
2025-04-01,2025,4,ESTONIA,EE,17076.77772,1859,FALSE
2025-04-01,2025,4,FINLAND,EF,189003.3073,8587,FALSE
2025-04-01,2025,4,FRANCE,LF,1840837.5545,79460,FALSE
2025-04-01,2025,4,GEORGIA,UG,71570.34704,2836,FALSE
2025-04-01,2025,4,GERMANY,ED,2416897.67878,87266,FALSE
2025-04-01,2025,4,GREECE,LG,333355.85712,22897,FALSE
2025-04-01,2025,4,HUNGARY,LH,148410.1705,6168,FALSE
2025-04-01,2025,4,ICELAND,BI,39149.65302,1792,FALSE
2025-04-01,2025,4,IRELAND,EI,300646.05378,13908,FALSE
2025-04-01,2025,4,ITALY,LI,1401061.83258,77063,FALSE
2025-04-01,2025,4,KOSOVO,BK,18497.9764,1241,FALSE
2025-04-01,2025,4,LATVIA,EV,34350.2907,2659,FALSE
2025-04-01,2025,4,LITHUANIA,EY,38486.41316,2774,FALSE
2025-04-01,2025,4,LUXEMBOURG,EL,156557.45486,3094,FALSE
2025-04-01,2025,4,MALTA,LM,53147.88872,3483,FALSE
2025-04-01,2025,4,"MOLDOVA, REPUBLIC OF",LU,24676.95068,1539,FALSE
2025-04-01,2025,4,MONACO,LN,24.641679999999997,36,FALSE
2025-04-01,2025,4,MONTENEGRO,LY,10961.30476,1074,FALSE
2025-04-01,2025,4,NETHERLANDS,EH,880249.92568,27947,FALSE
2025-04-01,2025,4,NORTH MACEDONIA,LW,13468.98176,1056,FALSE
2025-04-01,2025,4,NORWAY,EN,229098.53506,27449,TRUE
2025-04-01,2025,4,POLAND,EP,340998.5559,22346,FALSE
2025-04-01,2025,4,PORTUGAL,LP,511461.29896,22762,TRUE
2025-04-01,2025,4,ROMANIA,LR,137027.01872,9647,FALSE
2025-04-01,2025,4,SERBIA,LY,49945.62442,3701,FALSE
2025-04-01,2025,4,SLOVAKIA,LZ,12773.8299,1277,FALSE
2025-04-01,2025,4,SLOVENIA,LJ,8119.966100000001,1109,FALSE
2025-04-01,2025,4,SPAIN,LE,1684920.24972,81650,FALSE
2025-04-01,2025,4,SWEDEN,ES,181015.70852,15935,FALSE
2025-04-01,2025,4,SWITZERLAND,LS,479413.15068,20392,FALSE
2025-04-01,2025,4,TÜRKIYE,LT,1604434.33066,60031,FALSE
2025-04-01,2025,4,UNITED KINGDOM,EG,3001906.53924,96729,TRUE
2025-05-01,2025,5,ALBANIA,LA,41868.81002,3087,FALSE
2025-05-01,2025,5,ARMENIA,UD,39299.3242,1786,FALSE
2025-05-01,2025,5,AUSTRIA,LO,287178.13762,15112,FALSE
2025-05-01,2025,5,BELGIUM,EB,527158.50232,14781,FALSE
2025-05-01,2025,5,BOSNIA AND HERZEGOVINA,LQ,13511.52748,1186,FALSE
2025-05-01,2025,5,BULGARIA,LB,61616.89194,4403,FALSE
2025-05-01,2025,5,CANARY ISLANDS,GC,285219.57836,18619,FALSE
2025-05-01,2025,5,CROATIA,LD,82119.68078,7098,FALSE
2025-05-01,2025,5,CYPRUS,LC,110522.7165,4765,FALSE
2025-05-01,2025,5,CZECHIA,LK,117712.62472,7509,FALSE
2025-05-01,2025,5,DENMARK,EK,272062.59144,16154,TRUE
2025-05-01,2025,5,ESTONIA,EE,19182.48936,1995,FALSE
2025-05-01,2025,5,FINLAND,EF,204732.00118,8930,FALSE
2025-05-01,2025,5,FRANCE,LF,1937905.6043,83807,FALSE
2025-05-01,2025,5,GEORGIA,UG,75204.56044,3085,FALSE
2025-05-01,2025,5,GERMANY,ED,2550224.8035,93815,FALSE
2025-05-01,2025,5,GREECE,LG,570612.45008,32972,FALSE
2025-05-01,2025,5,HUNGARY,LH,158028.6607,6528,FALSE
2025-05-01,2025,5,ICELAND,BI,51451.1302,2147,FALSE
2025-05-01,2025,5,IRELAND,EI,336167.78476,15214,FALSE
2025-05-01,2025,5,ITALY,LI,1522178.4269,84731,FALSE
2025-05-01,2025,5,KOSOVO,BK,19067.30096,1235,FALSE
2025-05-01,2025,5,LATVIA,EV,37992.54606,2904,FALSE
2025-05-01,2025,5,LITHUANIA,EY,41989.78852,2979,FALSE
2025-05-01,2025,5,LUXEMBOURG,EL,157377.64566,3237,FALSE
2025-05-01,2025,5,MALTA,LM,56569.54578,3676,FALSE
2025-05-01,2025,5,"MOLDOVA, REPUBLIC OF",LU,30768.70608,1947,FALSE
2025-05-01,2025,5,MONACO,LN,44.432759999999995,73,FALSE
2025-05-01,2025,5,MONTENEGRO,LY,15285.80242,1410,FALSE
2025-05-01,2025,5,NETHERLANDS,EH,926097.79604,29444,FALSE
2025-05-01,2025,5,NORTH MACEDONIA,LW,14642.49784,1147,FALSE
2025-05-01,2025,5,NORWAY,EN,239459.50556,29095,TRUE
2025-05-01,2025,5,POLAND,EP,376869.10814,24507,FALSE
2025-05-01,2025,5,PORTUGAL,LP,544748.87944,24257,TRUE
2025-05-01,2025,5,ROMANIA,LR,139755.55286,9926,FALSE
2025-05-01,2025,5,SERBIA,LY,55947.45456,4079,FALSE
2025-05-01,2025,5,SLOVAKIA,LZ,14354.97786,1439,FALSE
2025-05-01,2025,5,SLOVENIA,LJ,9567.14886,1311,FALSE
2025-05-01,2025,5,SPAIN,LE,1869744.93206,90971,FALSE
2025-05-01,2025,5,SWEDEN,ES,193719.7169,16975,FALSE
2025-05-01,2025,5,SWITZERLAND,LS,498044.9015,21462,FALSE
2025-05-01,2025,5,TÜRKIYE,LT,1800293.80698,67309,FALSE
2025-05-01,2025,5,UNITED KINGDOM,EG,3259580.7293,107394,TRUE
2025-06-01,2025,6,ALBANIA,LA,47501.97714,3425,FALSE
2025-06-01,2025,6,ARMENIA,UD,45957.25892,1948,FALSE
2025-06-01,2025,6,AUSTRIA,LO,275841.1439,15490,FALSE
2025-06-01,2025,6,BELGIUM,EB,528996.71154,14443,FALSE
2025-06-01,2025,6,BOSNIA AND HERZEGOVINA,LQ,19182.20612,1386,FALSE
2025-06-01,2025,6,BULGARIA,LB,75796.03792,5215,FALSE
2025-06-01,2025,6,CANARY ISLANDS,GC,281746.66508,18311,FALSE
2025-06-01,2025,6,CROATIA,LD,105097.08064,9032,FALSE
2025-06-01,2025,6,CYPRUS,LC,123497.14408,5279,FALSE
2025-06-01,2025,6,CZECHIA,LK,146027.88938,8899,FALSE
2025-06-01,2025,6,DENMARK,EK,286710.878,16565,TRUE
2025-06-01,2025,6,ESTONIA,EE,19483.41504,1927,FALSE
2025-06-01,2025,6,FINLAND,EF,193025.25014,8603,FALSE
2025-06-01,2025,6,FRANCE,LF,1978296.25098,88195,FALSE
2025-06-01,2025,6,GEORGIA,UG,86281.93802,3377,FALSE
2025-06-01,2025,6,GERMANY,ED,2515979.68376,93370,FALSE
2025-06-01,2025,6,GREECE,LG,706650.8035,41716,FALSE
2025-06-01,2025,6,HUNGARY,LH,156341.86084,6503,FALSE
2025-06-01,2025,6,ICELAND,BI,60610.97218,2358,FALSE
2025-06-01,2025,6,IRELAND,EI,342055.59546,15252,FALSE
2025-06-01,2025,6,ITALY,LI,1610951.67258,88777,FALSE
2025-06-01,2025,6,KOSOVO,BK,19647.173600000002,1287,FALSE
2025-06-01,2025,6,LATVIA,EV,38502.71182,2874,FALSE
2025-06-01,2025,6,LITHUANIA,EY,38769.211500000005,2902,FALSE
2025-06-01,2025,6,LUXEMBOURG,EL,156949.97366,3230,FALSE
2025-06-01,2025,6,MALTA,LM,55421.13452,3624,FALSE
2025-06-01,2025,6,"MOLDOVA, REPUBLIC OF",LU,34924.17906,2261,FALSE
2025-06-01,2025,6,MONACO,LN,33.290600000000005,56,FALSE
2025-06-01,2025,6,MONTENEGRO,LY,19873.8711,1745,FALSE
2025-06-01,2025,6,NETHERLANDS,EH,907269.01558,28349,FALSE
2025-06-01,2025,6,NORTH MACEDONIA,LW,15906.24792,1237,FALSE
2025-06-01,2025,6,NORWAY,EN,254591.3296,29387,TRUE
2025-06-01,2025,6,POLAND,EP,409858.6022,26049,FALSE
2025-06-01,2025,6,PORTUGAL,LP,562963.64598,25219,TRUE
2025-06-01,2025,6,ROMANIA,LR,149449.46444,10722,FALSE
2025-06-01,2025,6,SERBIA,LY,62621.89144,4581,FALSE
2025-06-01,2025,6,SLOVAKIA,LZ,24916.09276,2060,FALSE
2025-06-01,2025,6,SLOVENIA,LJ,10316.63498,1459,FALSE
2025-06-01,2025,6,SPAIN,LE,1926972.26708,93070,FALSE
2025-06-01,2025,6,SWEDEN,ES,211012.92628,17522,FALSE
2025-06-01,2025,6,SWITZERLAND,LS,499455.01874,21947,FALSE
2025-06-01,2025,6,TÜRKIYE,LT,1959395.6569,74149,FALSE
2025-06-01,2025,6,UNITED KINGDOM,EG,3266256.71798,107603,TRUE
2025-07-01,2025,7,ALBANIA,LA,54429.63814,3866,FALSE
2025-07-01,2025,7,ARMENIA,UD,52047.491,2254,FALSE
2025-07-01,2025,7,AUSTRIA,LO,285666.0046,15984,FALSE
2025-07-01,2025,7,BELGIUM,EB,564565.94468,15686,FALSE
2025-07-01,2025,7,BOSNIA AND HERZEGOVINA,LQ,23722.60278,1605,FALSE
2025-07-01,2025,7,BULGARIA,LB,91352.76528,5978,FALSE
2025-07-01,2025,7,CANARY ISLANDS,GC,308556.40556,19902,FALSE
2025-07-01,2025,7,CROATIA,LD,125730.92024,10727,FALSE
2025-07-01,2025,7,CYPRUS,LC,126715.6651,5733,FALSE
2025-07-01,2025,7,CZECHIA,LK,154771.49572,9247,FALSE
2025-07-01,2025,7,DENMARK,EK,305714.08484,16096,TRUE
2025-07-01,2025,7,ESTONIA,EE,17911.30262,1919,FALSE
2025-07-01,2025,7,FINLAND,EF,199693.67448,8258,FALSE
2025-07-01,2025,7,FRANCE,LF,2145308.2203,89764,FALSE
2025-07-01,2025,7,GEORGIA,UG,92785.92976,3836,FALSE
2025-07-01,2025,7,GERMANY,ED,2644781.0172,96204,FALSE
2025-07-01,2025,7,GREECE,LG,817644.9925,48652,FALSE
2025-07-01,2025,7,HUNGARY,LH,161784.12966,6800,FALSE
2025-07-01,2025,7,ICELAND,BI,65901.1176,2651,FALSE
2025-07-01,2025,7,IRELAND,EI,358766.02708,15676,FALSE
2025-07-01,2025,7,ITALY,LI,1708211.4475,94743,FALSE
2025-07-01,2025,7,KOSOVO,BK,24455.2749,1627,FALSE
2025-07-01,2025,7,LATVIA,EV,38344.13104,3022,FALSE
2025-07-01,2025,7,LITHUANIA,EY,38355.09018,2856,FALSE
2025-07-01,2025,7,LUXEMBOURG,EL,165305.69248,3297,FALSE
2025-07-01,2025,7,MALTA,LM,58275.85462,3784,FALSE
2025-07-01,2025,7,"MOLDOVA, REPUBLIC OF",LU,39338.76038,2448,FALSE
2025-07-01,2025,7,MONACO,LN,59.787200000000006,98,FALSE
2025-07-01,2025,7,MONTENEGRO,LY,25069.94946,2149,FALSE
2025-07-01,2025,7,NETHERLANDS,EH,961852.32862,29702,FALSE
2025-07-01,2025,7,NORTH MACEDONIA,LW,17482.6473,1357,FALSE
2025-07-01,2025,7,NORWAY,EN,274766.61606,28435,TRUE
2025-07-01,2025,7,POLAND,EP,441186.26186,27478,FALSE
2025-07-01,2025,7,PORTUGAL,LP,601317.891,27033,TRUE
2025-07-01,2025,7,ROMANIA,LR,162421.8528,11394,FALSE
2025-07-01,2025,7,SERBIA,LY,67355.18358,4943,FALSE
2025-07-01,2025,7,SLOVAKIA,LZ,27697.82192,2208,FALSE
2025-07-01,2025,7,SLOVENIA,LJ,11322.33778,1362,FALSE
2025-07-01,2025,7,SPAIN,LE,2078727.46268,98688,FALSE
2025-07-01,2025,7,SWEDEN,ES,214947.39406,15680,FALSE
2025-07-01,2025,7,SWITZERLAND,LS,542872.5393,22972,FALSE
2025-07-01,2025,7,TÜRKIYE,LT,2116218.39562,80954,FALSE
2025-07-01,2025,7,UNITED KINGDOM,EG,3422241.47018,112497,TRUE
2025-08-01,2025,8,ALBANIA,LA,56765.69696,4072,FALSE
2025-08-01,2025,8,ARMENIA,UD,53071.5029,2365,FALSE
2025-08-01,2025,8,AUSTRIA,LO,293811.47806,16215,FALSE
2025-08-01,2025,8,BELGIUM,EB,558020.2091,15145,FALSE
2025-08-01,2025,8,BOSNIA AND HERZEGOVINA,LQ,24464.2469,1636,FALSE
2025-08-01,2025,8,BULGARIA,LB,88672.99446,5921,FALSE
2025-08-01,2025,8,CANARY ISLANDS,GC,305991.76018,19837,FALSE
2025-08-01,2025,8,CROATIA,LD,122806.34032,10501,FALSE
2025-08-01,2025,8,CYPRUS,LC,130457.3296,6051,FALSE
2025-08-01,2025,8,CZECHIA,LK,151385.5723,9040,FALSE
2025-08-01,2025,8,DENMARK,EK,299353.98794,16524,TRUE
2025-08-01,2025,8,ESTONIA,EE,19033.54694,1984,FALSE
2025-08-01,2025,8,FINLAND,EF,207403.72562,8965,FALSE
2025-08-01,2025,8,FRANCE,LF,2149302.87122,86027,FALSE
2025-08-01,2025,8,GEORGIA,UG,96304.8587,4061,FALSE
2025-08-01,2025,8,GERMANY,ED,2642206.70458,94786,FALSE
2025-08-01,2025,8,GREECE,LG,822587.64334,48704,FALSE
2025-08-01,2025,8,HUNGARY,LH,160958.83246,6763,FALSE
2025-08-01,2025,8,ICELAND,BI,67488.72972,2812,FALSE
2025-08-01,2025,8,IRELAND,EI,356748.6013,15715,FALSE
2025-08-01,2025,8,ITALY,LI,1708152.02152,92579,FALSE
2025-08-01,2025,8,KOSOVO,BK,25117.46224,1683,FALSE
2025-08-01,2025,8,LATVIA,EV,37982.37624,2975,FALSE
2025-08-01,2025,8,LITHUANIA,EY,39162.984599999996,3000,FALSE
2025-08-01,2025,8,LUXEMBOURG,EL,161963.3048,3212,FALSE
2025-08-01,2025,8,MALTA,LM,57271.24058,3766,FALSE
2025-08-01,2025,8,"MOLDOVA, REPUBLIC OF",LU,41495.74378,2568,FALSE
2025-08-01,2025,8,MONACO,LN,35.57212,58,FALSE
2025-08-01,2025,8,MONTENEGRO,LY,25555.95574,2192,FALSE
2025-08-01,2025,8,NETHERLANDS,EH,967806.16224,29721,FALSE
2025-08-01,2025,8,NORTH MACEDONIA,LW,17176.09694,1344,FALSE
2025-08-01,2025,8,NORWAY,EN,265634.47328,29862,TRUE
2025-08-01,2025,8,POLAND,EP,447071.2065,27595,FALSE
2025-08-01,2025,8,PORTUGAL,LP,599909.8734,26813,TRUE
2025-08-01,2025,8,ROMANIA,LR,165539.78792,11554,FALSE
2025-08-01,2025,8,SERBIA,LY,66101.73748,4968,FALSE
2025-08-01,2025,8,SLOVAKIA,LZ,27222.55618,2162,FALSE
2025-08-01,2025,8,SLOVENIA,LJ,11290.79476,1380,FALSE
2025-08-01,2025,8,SPAIN,LE,2081027.355,96963,FALSE
2025-08-01,2025,8,SWEDEN,ES,215515.19756,17176,FALSE
2025-08-01,2025,8,SWITZERLAND,LS,542613.01156,22739,FALSE
2025-08-01,2025,8,TÜRKIYE,LT,2142447.62904,82751,FALSE
2025-08-01,2025,8,UNITED KINGDOM,EG,3425940.31692,110796,TRUE
